load_id,driver_id,client_id,fuel_id,gallons_loaded,state_tax,excise_tax,note,timestamp
a3ba3fd7-e9c4-420c-b409-7c2e1901eb31,D017,C016,F003,474.86,23.74,47.49,Charge address happen thus employee foot suddenly.,2025-02-19T17:21:56
575cb2f9-1cb4-4619-9ecb-ab79b5a99b05,D004,C022,F003,452.73,22.64,45.27,Remain measure in per fish audience bring.,2025-01-19T01:30:25
b292bde2-25db-4b41-ae37-5e16fed5cf5d,D015,C021,F002,518.0,25.9,51.8,Walk hard young door audience hospital.,2025-04-14T20:47:28
a5915bdf-d2ee-4fb6-9a2e-37df9ff21955,D012,C006,F003,168.49,8.42,16.85,Condition moment customer role response look class.,2025-04-06T19:23:01
cc071b63-06cf-4dac-be3b-2234307080d3,D019,C003,F003,309.96,15.5,31.0,Structure skill consumer artist certain even prepare.,2025-02-26T18:38:58
04b63c45-fb8c-42e5-9fc8-cabee89944d0,D011,C019,F003,845.08,42.25,84.51,Election trip sister best.,2025-04-11T10:31:15
be2414e4-fc64-446c-a4df-9a0c15f307ba,D001,C011,F004,688.02,34.4,68.8,Nice themselves natural also three behind glass.,2025-04-28T12:37:04
032fe7b8-fe92-4aa9-a091-8f1d3ba5cadb,D002,C024,F001,179.67,8.98,17.97,Page well actually final common as.,2025-03-27T17:13:41
4dda6239-afae-4fb0-aabd-9475ff94bdef,D006,C019,F002,822.19,41.11,82.22,Beautiful lose skin.,2025-03-24T08:32:55
23eae1e5-7373-46f7-b995-0a143a323c5e,D013,C020,F005,528.09,26.4,52.81,Give word serious try dream.,2025-04-13T19:14:32
